Pos	P(stop)	P(match)	P(mismatch)	P(ins)]	P(del)
14010	0.999673	0.816327	0.061224	0.010204	0.112245
14011	0.999676	0.865979	0.030928	0.010309	0.092784
14012	0.999676	0.865979	0.030928	0.010309	0.092784
14013	0.999676	0.855670	0.010309	0.010309	0.123711
14014	0.999676	0.835052	0.041237	0.010309	0.113402
14015	0.999676	0.835052	0.051546	0.010309	0.103093
14016	0.999676	0.835052	0.051546	0.010309	0.103093
14017	0.999676	0.845361	0.041237	0.020619	0.092784
14018	0.999676	0.855670	0.030928	0.020619	0.092784
14019	0.999680	0.875000	0.010417	0.020833	0.093750
14020	0.999680	0.864583	0.020833	0.031250	0.083333
14021	0.999680	0.885417	0.010417	0.020833	0.083333
14022	0.999680	0.854167	0.031250	0.020833	0.093750
14023	0.999680	0.843750	0.062500	0.010417	0.083333
14024	0.999680	0.875000	0.020833	0.010417	0.093750
14025	0.999680	0.875000	0.020833	0.020833	0.083333
14026	0.999683	0.873684	0.031579	0.010526	0.084211
14027	0.999683	0.894737	0.010526	0.010526	0.084211
14028	0.999683	0.852632	0.052632	0.010526	0.084211
14029	0.999683	0.873684	0.010526	0.021053	0.094737
14030	0.999683	0.884211	0.000000	0.021053	0.094737
14031	0.999683	0.852632	0.031579	0.021053	0.094737
14032	0.999683	0.873684	0.021053	0.010526	0.094737
14033	0.999686	0.872340	0.031915	0.010638	0.085106
14034	0.999690	0.838710	0.064516	0.010753	0.086022
14035	0.999690	0.903226	0.000000	0.010753	0.086022
14036	0.999690	0.881720	0.021505	0.010753	0.086022
14037	0.999693	0.869565	0.032609	0.010870	0.086957
14038	0.999693	0.869565	0.032609	0.010870	0.086957
14039	0.999693	0.847826	0.043478	0.021739	0.086957
14040	0.999693	0.880435	0.021739	0.010870	0.086957
14041	0.999693	0.869565	0.021739	0.010870	0.097826
14042	0.999696	0.890110	0.010989	0.010989	0.087912
14043	0.999696	0.879121	0.010989	0.021978	0.087912
14044	0.999696	0.857143	0.043956	0.010989	0.087912
14045	0.999696	0.890110	0.010989	0.010989	0.087912
14046	0.999696	0.901099	0.010989	0.000000	0.087912
14047	0.999696	0.901099	0.010989	0.000000	0.087912
14048	0.999696	0.879121	0.021978	0.000000	0.098901
14049	0.999696	0.868132	0.010989	0.010989	0.109890
14050	0.999700	0.866667	0.022222	0.011111	0.100000
14051	0.999700	0.855556	0.033333	0.011111	0.100000
14052	0.999700	0.877778	0.011111	0.011111	0.100000
14053	0.999700	0.866667	0.033333	0.000000	0.100000
14054	0.999700	0.855556	0.044444	0.000000	0.100000
14055	0.999700	0.811111	0.066667	0.011111	0.111111
14056	0.999700	0.822222	0.055556	0.022222	0.100000
14057	0.999700	0.888889	0.011111	0.000000	0.100000
14058	0.999700	0.877778	0.033333	0.000000	0.088889
14059	0.999700	0.888889	0.022222	0.000000	0.088889
14060	0.999700	0.866667	0.033333	0.000000	0.100000
14061	0.999700	0.877778	0.033333	0.000000	0.088889
14062	0.999700	0.855556	0.055556	0.000000	0.088889
14063	0.999700	0.866667	0.044444	0.000000	0.088889
14064	0.999700	0.866667	0.022222	0.011111	0.100000
14065	0.999700	0.833333	0.044444	0.022222	0.100000
14066	0.999700	0.877778	0.000000	0.022222	0.100000
14067	0.999700	0.833333	0.044444	0.022222	0.100000
14068	0.999700	0.855556	0.033333	0.011111	0.100000
14069	0.999700	0.833333	0.055556	0.011111	0.100000
14070	0.999700	0.844444	0.033333	0.022222	0.100000
14071	0.999700	0.866667	0.011111	0.022222	0.100000
14072	0.999700	0.877778	0.011111	0.011111	0.100000
14073	0.999700	0.866667	0.011111	0.022222	0.100000
14074	0.999700	0.866667	0.022222	0.011111	0.100000
14075	0.999700	0.866667	0.033333	0.000000	0.100000
14076	0.999700	0.888889	0.000000	0.011111	0.100000
14077	0.999700	0.855556	0.022222	0.022222	0.100000
14078	0.999700	0.866667	0.022222	0.011111	0.100000
14079	0.999700	0.844444	0.044444	0.011111	0.100000
14080	0.999700	0.833333	0.044444	0.000000	0.122222
14081	0.999700	0.833333	0.033333	0.011111	0.122222
14082	0.999700	0.877778	0.000000	0.011111	0.111111
14083	0.999700	0.866667	0.022222	0.000000	0.111111
14084	0.999700	0.855556	0.033333	0.000000	0.111111
14085	0.999700	0.855556	0.011111	0.011111	0.122222
14086	0.999700	0.833333	0.044444	0.000000	0.122222
14087	0.999700	0.844444	0.033333	0.011111	0.111111
14088	0.999700	0.877778	0.022222	0.000000	0.100000
14089	0.999700	0.877778	0.022222	0.000000	0.100000
14090	0.999700	0.855556	0.044444	0.000000	0.100000
14091	0.999700	0.855556	0.033333	0.000000	0.111111
14092	0.999700	0.888889	0.011111	0.000000	0.100000
14093	0.999700	0.877778	0.022222	0.000000	0.100000
14094	0.999703	0.876404	0.022472	0.000000	0.101124
14095	0.999703	0.876404	0.011236	0.000000	0.112360
14096	0.999703	0.831461	0.067416	0.000000	0.101124
14097	0.999703	0.876404	0.022472	0.000000	0.101124
14098	0.999703	0.865169	0.033708	0.000000	0.101124
14099	0.999706	0.875000	0.022727	0.000000	0.102273
14100	0.999710	0.885057	0.000000	0.000000	0.114943
14101	0.999710	0.850575	0.011494	0.011494	0.126437
14102	0.999713	0.848837	0.023256	0.000000	0.127907
14103	0.999713	0.848837	0.034884	0.000000	0.116279
14104	0.999713	0.872093	0.011628	0.000000	0.116279
14105	0.999713	0.872093	0.011628	0.000000	0.116279
14106	0.999713	0.883721	0.000000	0.000000	0.116279
14107	0.999716	0.870588	0.011765	0.000000	0.117647
14108	0.999716	0.870588	0.011765	0.000000	0.117647
14109	0.999716	0.858824	0.023529	0.000000	0.117647
14110	0.999716	0.870588	0.011765	0.000000	0.117647
14111	0.999716	0.894118	0.000000	0.000000	0.105882
14112	0.999716	0.870588	0.023529	0.000000	0.105882
14113	0.999716	0.894118	0.000000	0.000000	0.105882
14114	0.999716	0.882353	0.011765	0.000000	0.105882
14115	0.999716	0.858824	0.035294	0.000000	0.105882
14116	0.999716	0.870588	0.023529	0.000000	0.105882
14117	0.999716	0.870588	0.023529	0.000000	0.105882
14118	0.999716	0.870588	0.023529	0.000000	0.105882
14119	0.999716	0.847059	0.035294	0.000000	0.117647
14120	0.999716	0.858824	0.023529	0.000000	0.117647
14121	0.999716	0.847059	0.035294	0.000000	0.117647
14122	0.999716	0.858824	0.035294	0.000000	0.105882
14123	0.999716	0.894118	0.000000	0.000000	0.105882
14124	0.999716	0.870588	0.023529	0.000000	0.105882
14125	0.999716	0.882353	0.011765	0.000000	0.105882
14126	0.999716	0.870588	0.023529	0.000000	0.105882
14127	0.999716	0.882353	0.011765	0.000000	0.105882
14128	0.999716	0.847059	0.047059	0.000000	0.105882
14129	0.999720	0.869048	0.023810	0.000000	0.107143
14130	0.999720	0.833333	0.059524	0.000000	0.107143
14131	0.999720	0.845238	0.047619	0.000000	0.107143
14132	0.999720	0.833333	0.047619	0.011905	0.107143
14133	0.999720	0.857143	0.035714	0.000000	0.107143
14134	0.999720	0.809524	0.059524	0.000000	0.130952
14135	0.999720	0.833333	0.059524	0.000000	0.107143
14136	0.999720	0.869048	0.011905	0.011905	0.107143
14137	0.999720	0.857143	0.035714	0.000000	0.107143
14138	0.999720	0.845238	0.047619	0.000000	0.107143
14139	0.999723	0.867470	0.012048	0.000000	0.120482
14140	0.999723	0.855422	0.024096	0.000000	0.120482
14141	0.999723	0.819277	0.060241	0.000000	0.120482
14142	0.999723	0.855422	0.036145	0.000000	0.108434
14143	0.999723	0.867470	0.024096	0.000000	0.108434
14144	0.999723	0.855422	0.024096	0.000000	0.120482
14145	0.999723	0.855422	0.024096	0.000000	0.120482
14146	0.999723	0.855422	0.024096	0.000000	0.120482
14147	0.999723	0.843373	0.048193	0.000000	0.108434
14148	0.999723	0.831325	0.048193	0.012048	0.108434
14149	0.999726	0.865854	0.024390	0.000000	0.109756
14150	0.999726	0.878049	0.012195	0.000000	0.109756
14151	0.999730	0.888889	0.000000	0.000000	0.111111
14152	0.999730	0.827160	0.061728	0.000000	0.111111
14153	0.999733	0.825000	0.050000	0.012500	0.112500
14154	0.999733	0.875000	0.012500	0.000000	0.112500
14155	0.999733	0.850000	0.037500	0.000000	0.112500
14156	0.999733	0.862500	0.025000	0.000000	0.112500
14157	0.999733	0.887500	0.000000	0.000000	0.112500
14158	0.999733	0.850000	0.037500	0.000000	0.112500
14159	0.999733	0.850000	0.025000	0.012500	0.112500
14160	0.999733	0.875000	0.012500	0.000000	0.112500
14161	0.999733	0.825000	0.062500	0.000000	0.112500
14162	0.999733	0.862500	0.025000	0.000000	0.112500
14163	0.999733	0.850000	0.025000	0.000000	0.125000
14164	0.999733	0.887500	0.000000	0.000000	0.112500
14165	0.999733	0.875000	0.012500	0.000000	0.112500
14166	0.999733	0.862500	0.025000	0.000000	0.112500
14167	0.999736	0.822785	0.063291	0.000000	0.113924
14168	0.999736	0.873418	0.012658	0.000000	0.113924
14169	0.999736	0.860759	0.025316	0.000000	0.113924
14170	0.999736	0.886076	0.000000	0.000000	0.113924
14171	0.999736	0.886076	0.000000	0.000000	0.113924
14172	0.999736	0.860759	0.025316	0.000000	0.113924
14173	0.999736	0.886076	0.000000	0.000000	0.113924
14174	0.999736	0.822785	0.037975	0.000000	0.139241
14175	0.999736	0.810127	0.037975	0.012658	0.139241
14176	0.999736	0.848101	0.000000	0.000000	0.151899
14177	0.999736	0.848101	0.025316	0.000000	0.126582
14178	0.999736	0.810127	0.050633	0.000000	0.139241
14179	0.999736	0.835443	0.025316	0.000000	0.139241
14180	0.999736	0.860759	0.012658	0.000000	0.126582
14181	0.999736	0.873418	0.000000	0.000000	0.126582
14182	0.999736	0.848101	0.012658	0.012658	0.126582
14183	0.999736	0.835443	0.050633	0.000000	0.113924
14184	0.999736	0.886076	0.000000	0.000000	0.113924
14185	0.999736	0.822785	0.063291	0.000000	0.113924
14186	0.999740	0.858974	0.025641	0.000000	0.115385
14187	0.999740	0.833333	0.038462	0.000000	0.128205
14188	0.999740	0.833333	0.038462	0.000000	0.128205
14189	0.999740	0.833333	0.038462	0.000000	0.128205
14190	0.999740	0.871795	0.012821	0.000000	0.115385
14191	0.999740	0.820513	0.064103	0.000000	0.115385
14192	0.999740	0.833333	0.051282	0.000000	0.115385
14193	0.999740	0.871795	0.012821	0.000000	0.115385
14194	0.999740	0.884615	0.000000	0.000000	0.115385
14195	0.999740	0.833333	0.051282	0.000000	0.115385
14196	0.999740	0.820513	0.064103	0.000000	0.115385
14197	0.999740	0.833333	0.038462	0.012821	0.115385
14198	0.999740	0.871795	0.012821	0.000000	0.115385
14199	0.999740	0.846154	0.025641	0.012821	0.115385
14200	0.999740	0.871795	0.000000	0.012821	0.115385
14201	0.999740	0.820513	0.038462	0.025641	0.115385
14202	0.999740	0.871795	0.012821	0.000000	0.115385
14203	0.999743	0.883117	0.000000	0.000000	0.116883
14204	0.999743	0.818182	0.051948	0.012987	0.116883
14205	0.999746	0.855263	0.013158	0.013158	0.118421
14206	0.999746	0.828947	0.039474	0.013158	0.118421
14207	0.999746	0.828947	0.026316	0.013158	0.131579
14208	0.999746	0.842105	0.026316	0.013158	0.118421
14209	0.999746	0.842105	0.026316	0.013158	0.118421
14210	0.999746	0.842105	0.013158	0.026316	0.118421
14211	0.999746	0.842105	0.026316	0.013158	0.118421
14212	0.999746	0.815789	0.039474	0.026316	0.118421
14213	0.999746	0.789474	0.065789	0.013158	0.131579
14214	0.999746	0.855263	0.026316	0.000000	0.118421
14215	0.999746	0.828947	0.052632	0.000000	0.118421
14216	0.999746	0.855263	0.013158	0.013158	0.118421
14217	0.999746	0.855263	0.013158	0.000000	0.131579
14218	0.999746	0.828947	0.039474	0.000000	0.131579
14219	0.999746	0.855263	0.013158	0.000000	0.131579
14220	0.999746	0.842105	0.026316	0.013158	0.118421
14221	0.999746	0.842105	0.026316	0.000000	0.131579
14222	0.999746	0.828947	0.026316	0.000000	0.144737
14223	0.999746	0.828947	0.013158	0.000000	0.157895
14224	0.999746	0.828947	0.013158	0.000000	0.157895
14225	0.999746	0.855263	0.000000	0.000000	0.144737
14226	0.999750	0.813333	0.040000	0.000000	0.146667
14227	0.999750	0.813333	0.026667	0.013333	0.146667
14228	0.999750	0.853333	0.013333	0.000000	0.133333
14229	0.999750	0.866667	0.000000	0.000000	0.133333
14230	0.999750	0.826667	0.040000	0.000000	0.133333
14231	0.999750	0.826667	0.040000	0.000000	0.133333
14232	0.999750	0.813333	0.053333	0.000000	0.133333
14233	0.999756	0.821918	0.041096	0.000000	0.136986
14234	0.999756	0.863014	0.000000	0.000000	0.136986
14235	0.999756	0.849315	0.013699	0.000000	0.136986
14236	0.999756	0.863014	0.000000	0.000000	0.136986
14237	0.999756	0.835616	0.027397	0.000000	0.136986
14238	0.999756	0.808219	0.054795	0.000000	0.136986
14239	0.999756	0.794521	0.054795	0.013699	0.136986
14240	0.999756	0.808219	0.041096	0.000000	0.150685
14241	0.999756	0.821918	0.013699	0.013699	0.150685
14242	0.999756	0.835616	0.000000	0.000000	0.164384
14243	0.999756	0.794521	0.068493	0.013699	0.123288
14244	0.999756	0.821918	0.041096	0.013699	0.123288
14245	0.999756	0.849315	0.027397	0.000000	0.123288
14246	0.999756	0.849315	0.013699	0.000000	0.136986
14247	0.999756	0.780822	0.068493	0.000000	0.150685
14248	0.999756	0.863014	0.013699	0.000000	0.123288
14249	0.999760	0.847222	0.027778	0.000000	0.125000
14250	0.999760	0.847222	0.013889	0.000000	0.138889
14251	0.999760	0.875000	0.000000	0.000000	0.125000
14252	0.999760	0.847222	0.000000	0.013889	0.138889
14253	0.999760	0.861111	0.013889	0.000000	0.125000
14254	0.999760	0.861111	0.013889	0.000000	0.125000
14255	0.999760	0.847222	0.027778	0.000000	0.125000
14256	0.999760	0.847222	0.013889	0.000000	0.138889
14257	0.999760	0.847222	0.013889	0.000000	0.138889
14258	0.999760	0.847222	0.013889	0.000000	0.138889
14259	0.999760	0.847222	0.013889	0.000000	0.138889
14260	0.999760	0.819444	0.041667	0.000000	0.138889
14261	0.999760	0.847222	0.027778	0.000000	0.125000
14262	0.999760	0.833333	0.041667	0.000000	0.125000
14263	0.999760	0.763889	0.069444	0.000000	0.166667
14264	0.999760	0.833333	0.027778	0.000000	0.138889
14265	0.999760	0.847222	0.013889	0.000000	0.138889
14266	0.999760	0.847222	0.027778	0.000000	0.125000
14267	0.999760	0.833333	0.027778	0.013889	0.125000
14268	0.999760	0.847222	0.027778	0.000000	0.125000
14269	0.999760	0.847222	0.013889	0.013889	0.125000
14270	0.999760	0.833333	0.027778	0.013889	0.125000
14271	0.999760	0.805556	0.055556	0.013889	0.125000
14272	0.999760	0.833333	0.027778	0.013889	0.125000
14273	0.999760	0.833333	0.027778	0.013889	0.125000
14274	0.999760	0.819444	0.027778	0.013889	0.138889
14275	0.999760	0.833333	0.013889	0.013889	0.138889
14276	0.999763	0.859155	0.000000	0.000000	0.140845
14277	0.999763	0.816901	0.042254	0.000000	0.140845
14278	0.999766	0.842857	0.014286	0.000000	0.142857
14279	0.999766	0.842857	0.028571	0.000000	0.128571
14280	0.999766	0.828571	0.042857	0.000000	0.128571
14281	0.999766	0.814286	0.042857	0.014286	0.128571
14282	0.999770	0.826087	0.043478	0.000000	0.130435
14283	0.999770	0.855072	0.014493	0.000000	0.130435
14284	0.999770	0.855072	0.014493	0.000000	0.130435
14285	0.999770	0.840580	0.028986	0.000000	0.130435
14286	0.999770	0.855072	0.014493	0.000000	0.130435
14287	0.999770	0.826087	0.028986	0.000000	0.144928
14288	0.999770	0.826087	0.028986	0.000000	0.144928
14289	0.999770	0.826087	0.028986	0.000000	0.144928
14290	0.999770	0.826087	0.028986	0.000000	0.144928
14291	0.999770	0.855072	0.000000	0.000000	0.144928
14292	0.999770	0.826087	0.028986	0.000000	0.144928
14293	0.999770	0.840580	0.014493	0.000000	0.144928
14294	0.999770	0.855072	0.000000	0.000000	0.144928
14295	0.999770	0.840580	0.014493	0.000000	0.144928
14296	0.999770	0.855072	0.000000	0.000000	0.144928
14297	0.999770	0.826087	0.028986	0.000000	0.144928
14298	0.999770	0.797101	0.043478	0.014493	0.144928
14299	0.999770	0.840580	0.000000	0.000000	0.159420
14300	0.999770	0.840580	0.000000	0.000000	0.159420
14301	0.999770	0.811594	0.043478	0.000000	0.144928
14302	0.999770	0.797101	0.014493	0.014493	0.173913
14303	0.999770	0.840580	0.000000	0.014493	0.144928
14304	0.999770	0.826087	0.000000	0.028986	0.144928
14305	0.999776	0.820896	0.029851	0.000000	0.149254
14306	0.999776	0.805970	0.044776	0.000000	0.149254
14307	0.999776	0.835821	0.014925	0.000000	0.149254
14308	0.999776	0.805970	0.014925	0.029851	0.149254
14309	0.999776	0.805970	0.029851	0.014925	0.149254
14310	0.999776	0.791045	0.044776	0.014925	0.149254
14311	0.999776	0.820896	0.029851	0.000000	0.149254
14312	0.999776	0.820896	0.029851	0.000000	0.149254
14313	0.999776	0.835821	0.014925	0.000000	0.149254
14314	0.999776	0.805970	0.044776	0.000000	0.149254
14315	0.999780	0.833333	0.000000	0.000000	0.166667
14316	0.999780	0.833333	0.015152	0.000000	0.151515
14317	0.999780	0.833333	0.015152	0.000000	0.151515
14318	0.999780	0.787879	0.060606	0.000000	0.151515
14319	0.999780	0.772727	0.060606	0.015152	0.151515
14320	0.999780	0.833333	0.015152	0.000000	0.151515
14321	0.999780	0.803030	0.045455	0.000000	0.151515
14322	0.999780	0.818182	0.030303	0.000000	0.151515
14323	0.999783	0.830769	0.015385	0.000000	0.153846
14324	0.999783	0.784615	0.061538	0.000000	0.153846
14325	0.999786	0.812500	0.031250	0.000000	0.156250
14326	0.999786	0.812500	0.031250	0.000000	0.156250
14327	0.999786	0.828125	0.031250	0.000000	0.140625
14328	0.999786	0.812500	0.046875	0.000000	0.140625
14329	0.999790	0.841270	0.015873	0.000000	0.142857
14330	0.999790	0.825397	0.031746	0.015873	0.126984
14331	0.999790	0.825397	0.031746	0.000000	0.142857
14332	0.999790	0.857143	0.015873	0.000000	0.126984
14333	0.999790	0.825397	0.015873	0.031746	0.126984
14334	0.999790	0.841270	0.031746	0.000000	0.126984
14335	0.999790	0.841270	0.015873	0.000000	0.142857
14336	0.999790	0.857143	0.015873	0.000000	0.126984
14337	0.999790	0.809524	0.047619	0.015873	0.126984
14338	0.999790	0.857143	0.015873	0.000000	0.126984
14339	0.999790	0.809524	0.047619	0.015873	0.126984
14340	0.999790	0.777778	0.079365	0.015873	0.126984
14341	0.999790	0.841270	0.015873	0.015873	0.126984
14342	0.999790	0.841270	0.031746	0.015873	0.111111
14343	0.999790	0.873016	0.015873	0.000000	0.111111
14344	0.999790	0.841270	0.047619	0.000000	0.111111
14345	0.999790	0.857143	0.031746	0.000000	0.111111
14346	0.999790	0.857143	0.031746	0.000000	0.111111
14347	0.999790	0.873016	0.015873	0.000000	0.111111
14348	0.999790	0.873016	0.031746	0.000000	0.095238
14349	0.999790	0.857143	0.047619	0.000000	0.095238
14350	0.999790	0.857143	0.047619	0.000000	0.095238
14351	0.999790	0.873016	0.031746	0.000000	0.095238
14352	0.999790	0.888889	0.000000	0.015873	0.095238
14353	0.999790	0.873016	0.000000	0.031746	0.095238
14354	0.999790	0.873016	0.015873	0.015873	0.095238
14355	0.999793	0.887097	0.016129	0.000000	0.096774
14356	0.999793	0.870968	0.016129	0.016129	0.096774
14357	0.999793	0.887097	0.016129	0.000000	0.096774
14358	0.999796	0.885246	0.016393	0.000000	0.098361
14359	0.999796	0.868852	0.032787	0.000000	0.098361
14360	0.999796	0.868852	0.032787	0.000000	0.098361
14361	0.999796	0.868852	0.032787	0.000000	0.098361
14362	0.999800	0.883333	0.033333	0.000000	0.083333
14363	0.999800	0.883333	0.016667	0.016667	0.083333
14364	0.999800	0.883333	0.016667	0.000000	0.100000
14365	0.999800	0.883333	0.033333	0.000000	0.083333
14366	0.999800	0.866667	0.050000	0.000000	0.083333
14367	0.999800	0.900000	0.016667	0.000000	0.083333
14368	0.999800	0.866667	0.033333	0.016667	0.083333
14369	0.999800	0.900000	0.016667	0.000000	0.083333
14370	0.999800	0.900000	0.016667	0.000000	0.083333
14371	0.999800	0.883333	0.033333	0.000000	0.083333
14372	0.999800	0.866667	0.033333	0.000000	0.100000
14373	0.999800	0.883333	0.016667	0.000000	0.100000
14374	0.999800	0.900000	0.000000	0.000000	0.100000
14375	0.999800	0.916667	0.000000	0.000000	0.083333
14376	0.999800	0.883333	0.033333	0.000000	0.083333
14377	0.999800	0.916667	0.000000	0.000000	0.083333
14378	0.999800	0.900000	0.016667	0.000000	0.083333
14379	0.999800	0.916667	0.000000	0.000000	0.083333
14380	0.999800	0.883333	0.016667	0.016667	0.083333
14381	0.999800	0.883333	0.016667	0.016667	0.083333
14382	0.999800	0.883333	0.016667	0.016667	0.083333
14383	0.999800	0.883333	0.033333	0.000000	0.083333
14384	0.999800	0.916667	0.000000	0.000000	0.083333
14385	0.999800	0.900000	0.016667	0.000000	0.083333
14386	0.999803	0.864407	0.050847	0.000000	0.084746
14387	0.999803	0.847458	0.067797	0.000000	0.084746
14388	0.999803	0.864407	0.050847	0.000000	0.084746
14389	0.999803	0.898305	0.016949	0.000000	0.084746
14390	0.999803	0.864407	0.050847	0.000000	0.084746
14391	0.999803	0.915254	0.000000	0.000000	0.084746
14392	0.999803	0.915254	0.000000	0.000000	0.084746
14393	0.999803	0.864407	0.050847	0.000000	0.084746
14394	0.999803	0.898305	0.016949	0.000000	0.084746
14395	0.999803	0.864407	0.033898	0.016949	0.084746
14396	0.999803	0.898305	0.016949	0.000000	0.084746
14397	0.999803	0.881356	0.033898	0.000000	0.084746
14398	0.999806	0.896552	0.017241	0.000000	0.086207
14399	0.999806	0.896552	0.034483	0.000000	0.068966
14400	0.999806	0.931034	0.000000	0.000000	0.068966
14401	0.999806	0.913793	0.017241	0.000000	0.068966
14402	0.999806	0.896552	0.034483	0.000000	0.068966
14403	0.999806	0.913793	0.017241	0.000000	0.068966
14404	0.999806	0.931034	0.000000	0.000000	0.068966
14405	0.999806	0.896552	0.034483	0.000000	0.068966
14406	0.999806	0.862069	0.068966	0.000000	0.068966
14407	0.999806	0.913793	0.000000	0.017241	0.068966
14408	0.999806	0.913793	0.017241	0.000000	0.068966
14409	0.999810	0.859649	0.052632	0.000000	0.087719
14410	0.999810	0.894737	0.035088	0.000000	0.070175
14411	0.999810	0.912281	0.017544	0.000000	0.070175
14412	0.999810	0.912281	0.017544	0.000000	0.070175
14413	0.999810	0.894737	0.035088	0.000000	0.070175
14414	0.999810	0.912281	0.017544	0.000000	0.070175
14415	0.999810	0.912281	0.017544	0.000000	0.070175
14416	0.999810	0.877193	0.052632	0.000000	0.070175
14417	0.999810	0.859649	0.070175	0.000000	0.070175
14418	0.999813	0.875000	0.053571	0.000000	0.071429
14419	0.999813	0.892857	0.035714	0.000000	0.071429
14420	0.999813	0.857143	0.035714	0.017857	0.089286
14421	0.999813	0.928571	0.000000	0.000000	0.071429
14422	0.999813	0.928571	0.000000	0.000000	0.071429
14423	0.999813	0.910714	0.017857	0.000000	0.071429
14424	0.999813	0.875000	0.035714	0.017857	0.071429
14425	0.999813	0.928571	0.000000	0.000000	0.071429
14426	0.999813	0.892857	0.035714	0.000000	0.071429
14427	0.999813	0.910714	0.017857	0.000000	0.071429
14428	0.999813	0.910714	0.017857	0.000000	0.071429
14429	0.999813	0.892857	0.035714	0.000000	0.071429
14430	0.999813	0.875000	0.053571	0.000000	0.071429
14431	0.999813	0.875000	0.053571	0.000000	0.071429
14432	0.999813	0.910714	0.017857	0.000000	0.071429
14433	0.999813	0.910714	0.017857	0.000000	0.071429
14434	0.999813	0.910714	0.017857	0.000000	0.071429
14435	0.999813	0.892857	0.035714	0.000000	0.071429
14436	0.999813	0.910714	0.000000	0.000000	0.089286
14437	0.999813	0.875000	0.017857	0.000000	0.107143
14438	0.999813	0.875000	0.035714	0.000000	0.089286
14439	0.999813	0.892857	0.017857	0.000000	0.089286
14440	0.999813	0.892857	0.017857	0.000000	0.089286
14441	0.999813	0.910714	0.000000	0.000000	0.089286
14442	0.999813	0.892857	0.017857	0.000000	0.089286
14443	0.999813	0.910714	0.000000	0.000000	0.089286
14444	0.999816	0.890909	0.018182	0.000000	0.090909
14445	0.999816	0.909091	0.000000	0.000000	0.090909
14446	0.999816	0.909091	0.000000	0.000000	0.090909
14447	0.999816	0.854545	0.054545	0.000000	0.090909
14448	0.999816	0.854545	0.054545	0.000000	0.090909
14449	0.999816	0.872727	0.036364	0.000000	0.090909
14450	0.999816	0.909091	0.000000	0.000000	0.090909
14451	0.999816	0.872727	0.036364	0.000000	0.090909
14452	0.999816	0.909091	0.000000	0.000000	0.090909
14453	0.999816	0.909091	0.000000	0.000000	0.090909
14454	0.999816	0.890909	0.018182	0.000000	0.090909
14455	0.999816	0.890909	0.018182	0.000000	0.090909
14456	0.999816	0.909091	0.000000	0.000000	0.090909
14457	0.999816	0.909091	0.000000	0.000000	0.090909
14458	0.999816	0.890909	0.018182	0.000000	0.090909
14459	0.999816	0.909091	0.018182	0.000000	0.072727
14460	0.999816	0.890909	0.036364	0.000000	0.072727
14461	0.999816	0.927273	0.000000	0.000000	0.072727
14462	0.999816	0.890909	0.036364	0.000000	0.072727
14463	0.999816	0.890909	0.036364	0.000000	0.072727
14464	0.999816	0.890909	0.036364	0.000000	0.072727
14465	0.999816	0.909091	0.000000	0.018182	0.072727
14466	0.999816	0.890909	0.036364	0.000000	0.072727
14467	0.999816	0.890909	0.036364	0.000000	0.072727
14468	0.999816	0.927273	0.000000	0.000000	0.072727
14469	0.999816	0.927273	0.000000	0.000000	0.072727
14470	0.999816	0.909091	0.018182	0.000000	0.072727
14471	0.999816	0.909091	0.018182	0.000000	0.072727
14472	0.999816	0.890909	0.036364	0.000000	0.072727
14473	0.999823	0.924528	0.000000	0.000000	0.075472
14474	0.999823	0.905660	0.018868	0.000000	0.075472
14475	0.999823	0.905660	0.018868	0.000000	0.075472
14476	0.999823	0.849057	0.056604	0.000000	0.094340
14477	0.999823	0.905660	0.018868	0.000000	0.075472
14478	0.999823	0.886792	0.018868	0.018868	0.075472
14479	0.999823	0.867925	0.018868	0.037736	0.075472
14480	0.999823	0.905660	0.000000	0.018868	0.075472
14481	0.999823	0.886792	0.000000	0.037736	0.075472
14482	0.999826	0.903846	0.000000	0.019231	0.076923
14483	0.999830	0.901961	0.000000	0.000000	0.098039
14484	0.999830	0.882353	0.019608	0.000000	0.098039
14485	0.999830	0.882353	0.000000	0.019608	0.098039
14486	0.999830	0.901961	0.000000	0.000000	0.098039
14487	0.999830	0.862745	0.039216	0.000000	0.098039
14488	0.999830	0.882353	0.019608	0.000000	0.098039
14489	0.999830	0.901961	0.000000	0.000000	0.098039
14490	0.999830	0.862745	0.039216	0.000000	0.098039
14491	0.999830	0.921569	0.000000	0.000000	0.078431
14492	0.999830	0.882353	0.039216	0.000000	0.078431
14493	0.999830	0.862745	0.019608	0.019608	0.098039
14494	0.999830	0.882353	0.019608	0.000000	0.098039
14495	0.999830	0.901961	0.019608	0.000000	0.078431
14496	0.999830	0.921569	0.000000	0.000000	0.078431
14497	0.999830	0.882353	0.039216	0.000000	0.078431
14498	0.999830	0.901961	0.019608	0.000000	0.078431
14499	0.999830	0.921569	0.000000	0.000000	0.078431
14500	0.999830	0.921569	0.000000	0.000000	0.078431
14501	0.999830	0.960784	0.000000	0.000000	0.039216
14502	0.999830	0.941176	0.000000	0.000000	0.058824
14503	0.999830	0.960784	0.000000	0.000000	0.039216
14504	0.999830	0.941176	0.000000	0.000000	0.058824
14505	0.999830	0.921569	0.039216	0.000000	0.039216
14506	0.999830	0.921569	0.019608	0.000000	0.058824
14507	0.999833	0.940000	0.000000	0.000000	0.060000
